user_name,review_title,review_date,review_text,rating 
radoslawjakubiak,"""A beautifully disguised Mary Sue""",26 September 2020,"""TLDR: While it does a pretty good job at pretending it just a well-made teen action movie, it is a political statement. I gave it 5 stars because of great production value and good cast. It is all form and no substance, which is a shame - it could have been a lot more.In short, Enola is a little Wonderwoman/Ray. 16 years old, never outside of her home, ""trained"" by her loony mother, no formal education whatsoever. With no real life experience she manages to do great in London (which was a vicious place at the time). As a superhuman being that pretty much all of modern female characters seem to be, she is perfect from the start, makes no mistakes and does not need to grow or learn. First ever real fight, against an experienced hired killer no less? She not only outwits him (which could make sense since he might have underestimated her coginitive abilities - a teen is still a child you know), but also manages to fight him off in hand-to-hand combat and ultimately kills him. Not only is this completely unrealistic, but since the movie is so set on ""empowerment"" and ""girl power"", it gives young girls a bad and in all honesty very dangerous idea: that they can stand their ground against an older, experienced, way stronger and male opponent. It is simply not the case, no matter how many hours you've clocked on your martial arts classes. It simply does not work that way, period.What Will You Learn Whilst Watching Enola:1. Terrorism is fine if you do it for the right reasons. Bombing public spaces and possibly killing innocent people for the sake of feminist ""progress""? Totally fine.2. Being average is bad, you always need to ""find your own way"". Apparently finding a good husband and having a nice life is an appalling idea.3. Order is bad, everybody should just do whatever they want and it will all be fine4. ""Secret"" female-only martial arts classes led by a black woman (that is very black-panthery by the way, but who cares) were a thing apparently. Also, how could they be kept a secret if they organised them on the floor just above a posh pattiserie/cafe? It was extremely noisy and even made the lamp swing wildly. Wouldn't such establishments be frequented by high ranking policemen, politicians and the like? Would nobody notice? Actually, now that I think of it: who would willingly go there if they had to suffer the constant noise while eating their cake and drinking coffee? Wouldn't you go to a quieter place?5. Enola is smarter than Sherlock, despite having no experience in basically anything6. Scotland Yard police officers were idiots7. Corsets can protect you against stabbing!8. A young and attractive girl could just wander around back alleys of Victorian London and nobody would ever bother her9. Want to avoid raising suspicion? Dress up as a widow. Apparently nobody would remember a 16-year old attractive girl already being a widow.10. Training, discipline and learing from your mistakes are for losers.11. All men are incompetent, blundering fools that have no idea what they are doing.Also, at the end of the movie, Enola's mother congratulates her as if it was her that made the new progressive bill pass. But she didn't do anything - it was the people she never even met (men by the way!) voting that did the job. Why did she just accept praise for something she didn't do? What kind of example does that set?""",5
gillyjr-79886,"""Outdated""",26 September 2020,"""Typical independent girl who doesn't want to be married finds love story Arc. If you want a movie that isn't annoyingly predictable watch something else. If that factor doesn't bother you then you will probably like it. The cinematography was a bit try hard but everything else was done pretty well.""",4
harrihuttunen,"""Unnecessary violence""",26 September 2020,"""The storyline is interesting but the very violent 'detective' beating and shooting main characterson and on is hard to understand. Therefore from some 8 to 6 stars.""",6
oyuncuayan,"""Does anyone know who is Sherlock Holmes?""",26 September 2020,"""Sherlock Holmes name is a kind of noble name. Everyone can't be Sherlock Holmes. Sir Arthur Conan Doyle did a great job once. He was English and he could imagine who is Sherlock. He created the Sherlock Holmes in his head and he was inspired by one of his doctors. Arthur Conan Doyle knew who is Sherlock. Who doesn't know; Nancy Springer. (Harry Bradbeer too) They created the guy named Sherlock Holmes -the only similarity between the real Sherlock is the names- and they just left it. There are billions of mistakes in the Enola Holmes movie and the books. Sherlock doesn't feel emotions. SHERLOCK DOESN'T FEEL EMOTIONS! It's one of the mistakes. But the movie without Holmes last name is ""okay"". Millie Bobby is a great actress.""",4
endercattm,"""It was okay""",26 September 2020,"""First of all, can people please stop being so condescending to people who don't like this movie? Everyone has their own tastes, maybe it has nothing to do with the feminist message (I'm not saying people won't dislike it for said message, but not everyone is like that). Same goes for people who are against it because of the message: it was fine, but there were still issues.It was a cutsey little movie, I guess. The characters were bland, except for Enola. The fourth wall breaks were not something I enjoyed a lot: in fact, I found it unnerving, but that's just me. Maybe inner dialogue would've been better. I guess if the book is in first person, it's hard to translate it onto the screen.
And arriving at the message: it could've been better done. It was good sometimes while most of the time it was forced and cringy. Comments like ""useless boy"" and ""useless men"" made me uncomfortable, as the goal is not the belittle men but to uplift women. It drives a point that women don't need no man but it could've been done better. I do think that it's important to teach girls that they should make their own decisions and that no one, not even their own family, should decide for them. That they can do whatever they want and they should be allowed to. But the way Hollywood goes about it isn't very nuanced or good at all: making overpowered, perfect characters that just so happen to be female, therefore girls should ""relate"" to them is absurd.Also, are we not going to talk about how the mother and that one token black lady were going to commit terrorism? And no one touched on it or said ""terrorism bad""? The mom recognized it was bad so why wasn't it spoken more clearly?
Lastly, the ""love interest"" and Enola had no chemistry whatsoever. It felt very forced, probably because it was like they barely knew each other. They had 4-5 encounters total in the movie and you suspect me to think they like each other? Maybe it's the actors, I dunno, but no chemistry.Overall, it was okay and enjoyable but too long and wasn't that great in the end. I won't be watching it again. The plot twist, however, was very well done.""",4
boishakhi-65924,"""Not upto the expectations""",25 September 2020,"""The amount of hype was created by this movie, Isn't fulfilled even a bit. First of all the storyline is average,they had a great start but then seemed like the flow was lost and they kind of rushed into a new motive, did not explain anything well.
Now cast, Henry Cavill wasn't a good choice for Sherlock, his accent Isn't convincing as sherlock at all, though his acting is great as alway. But this man was born british still can't do a proper british accent. Millie Bobby Brown poured some overacting and unnecessary body language. The actor who played Mycroft portrayed the character quite accurately, i am only satisfied by his acting.
Overall, an average movie for teens, but adults will be disappointed a lot.""",6
swapniludand24,"""""holmes"" name was just for promotion""",25 September 2020,"""A movie is about lady who teaches her daughter to be different from other ladies during 1800s UK. lady disappears, her daughter tries to find her, meet a young handsome boy with his own problems, what does holmes has to do with it ?
although acting, direction, fun part were too good, background score brilliant and millie bobby brown was lovely but all this combined with a very lousy screenplay make this one a completely skip able movie. Not missing out anything if not watched.""",6
alexcuetodo,"""A Sherlock Holmes movie tarnished by himself""",24 September 2020,"""The good work done by MBB and HBC plus other veteran actors should have deserved better. But with a script seeming to have no direction and poor (horrendous) performance of Henry Cavill, I should say, this movie was a waste of energy. His presence was most of all, the regretful part of the story. So many good edges that it could have pivoted but the movie had an unfortunate director making wrong choices while following a disoriented script. I felt disappointed after initial expectations for an original good idea that in the end took the wrong pathway.""",6
iameffat,"""It's ok but not too good!""",23 September 2020,"""Expectation was high but the plot is common. You can guess the whole movie without watching fully.""",7
kennethbthomas,"""A Chick Flick Not Meeting The Sherlock Holmes Standards""",23 September 2020,"""The film is kinda underwhelming probably cuz I expected it to be within the 'Sherlock' standards. It has a very cliched story of someone who's on their path of self discovery, who ends up falling in love and the end. It might be probably cuz of the Sherlock series' and movies' influence on me but it's just pretty decent. Don't expect it to be a big mystery movie. I liked the actors playing their parts and even the cinematography for it gives us a visual treat but the story kind of lagged.
I'm a Henry Cavill fan and I think he just did a decent job as Sherlock even when I know that his acting is kind of limited. The other guy who plays Mycroft in the film also does a decent job. The main lead gave a decent performance but the story fell flat. It's probably because of the influence I have through SH movies & series. This is a one time watch movie with not so memorable moments/performances. I'm curious to see Henry in a full fledged Sherlock role maybe in a spin off.
I hope the sequel does justice if there's gonna be one.
I'll give the movie a 6/10 but an extra point for the sets and design.""",7
evanston_dad,"""Not the Target Audience""",6 October 2020,"""I acknowledge that I'm not the target audience for this movie, but come on, it still could have been more entertaining than it was.""Enola Holmes"" is a heavy handed girl power movie that awkwardly tries to jam a 21st century female empowerment theme into a corset. The movie is annoyingly aware of itself -- the main actress is always looking straight into the camera, winking and smirking and talking to the audience like we're part of the action -- but not good enough to pull it off. The movie wants to have its cake and eat it too. Enola is a feminist role model for young girls yet the movie still seems to find a way to stick her tomboy character in a restrictive Victorian gown so that she can look pretty. It's ok, you see, because she CHOOSES to wear the dress as part of a disguise. She then proceeds to do martial arts while wearing the dress, which pretty much negates every point the movie made up to that point in time about how corsets were just one convention society engineered to keep women contained in their place.Young girls might like this movie. Maybe?.....Grade: C""",4
mattmix-961-832295,"""Shallow story and boring""",4 October 2020,"""The previews promised something fresh. Result is unoriginal and boring. Yet another teen movie, maybe a result of the feminist movement. Waste of time if you ask me.""",5
avinashsiebel,"""Good story for kids but why plug in to the greatest legacy""",3 October 2020,"""Not sure why everyone is hellbent to destroy the greatest legacy - Giving 4 star for being kid friendly and good story- taking 6 off cause they tied it to Sherlock ...they should have created another detective legacy like Lara Croft or something - why mess with Holmes ...""",4
fouedjustice,"""Too focused on feminism""",30 September 2020,"""A little slow, a little predictable, and promotes terrorism.""",6
thevinodraman,"""Watch and Forget""",27 September 2020,"""It's a movie that won't stick with you for long. Fails to engage from the get go and a bit predictable. But yeah if you want to watch something and forget about it then just play this and let it run at the background.""",6
stergiosmantarlis,"""Not a sherlock holmes movie and a bit boring story""",26 September 2020,"""If you are a girl, or mother with a girl that needs to improve her self-esteem this movie is suitable for you. But if you want to see a Sherlock Holmes movie you will be disappointed. I started watching the movie and I got bored twice.""",6
leviheaton,"""Feels like a 1990's Disney channel or Nickelodeon movie.""",25 September 2020,"""Definitely not for adults. Teenage boys might watch it just to watch MBB, but this movie is for children. It would definitely be rated PG in theaters. I watched about 20 minutes and turned it off. Henry Cavill is a side character.""",5
omalvettathuk,"""There is nothing here""",25 September 2020,"""Won't see the Sherlock that you espect,this is a story of his sister enola, nothing sherlocky about it""",6
kenhorowitz,"""Bit too cutesy""",24 September 2020,"""I actually liked the story, the characters and the acting. What I didn't like was Enola looking at the camera and talks to the audience.""",7
daviddas9999,"""Sherlock Holmes reimagined by/for a teenage girl""",24 September 2020,"""This movie seems to be a Sherlock Holmes imagined by a teen girl. With a warm father figure Sherlock, a dumb Mycroft, her playing the hero, a innocent romance and everything else a young girl would come up with.Is it bad? No, but it was not made for me.""",6
nidhunmoviebuff,"""Dull humour and an unintelligent mystery spoils a good performance from Millie Bobby Brown""",24 September 2020,"""#MovieReview #EnolaHolmes #Netflix #MillieBobbyBrown #HenryCavill #SpoilerFree #HollywoodThe weight of expectations when delving into the Holmes universe is what cripples Enola Holmes. As a standalone film it is above average, with Millie Bobby Brown infusing verve and energy into the character of an unconventional, tomboyish teenage detective, set out to find her missing mother in Victorian-era England.However, the films pales in the inevitable comparisons to Guy Ritchie's RDJ-lead Sherlock Homes movies and the cult Gatiss-Moffat series 'Sherlock' that featured Benedict Cumberbatch.The underlying mystery is simply not intelligent enough and the wit and humour director Harry Bradbeer tried to add to the narrative feels flat and uninventive.Henry Cavill is criminally underutilized in a performance that will leave you wondering what he was thinking opting for this role after the success of 'The Witcher'.A big let-down after a giving us a promising trailer and an interesting premise. Not recommended.""",6
waqassaleem-85201,"""Though it would be better""",24 September 2020,"""It's slow paced but keeps you hooked. The performances are great. A great message. They should seriously make another Sherlock Holmes adaption with Henry Cavill. The story of the film was average. The story started with her finding her mother but went into a whole other direction.""",6
Cineanalyst,"""Sherlock Jr.""",24 September 2020,"""I didn't know Eleven and Superman were siblings... but, it makes sense.Based on derivative young adult fiction from Nancy Springer, as opposed to Arthur Conan Doyle's original tales of Sherlock Holmes, the game that is afoot in ""Enola Holmes"" is of a different sort than that of detective fiction--at least of the good kind. Although, nominally, there are mysteries (where's the mother? how is the boy's life in danger?), their solutions are far too easy for anyone other than, perhaps, the kiddie readers originally intended for the text. The machinations of the story are simple--even hackneyed. One walk in the woods, as Sherlock's teenage sister, Enola, has only begun her second investigation, and an experienced viewer will already know what the twist will be. Indeed, it's elementary. To cite a more recent example; it's no ""Knives Out"" (2019). That's not the point, though, or at least it's not the main appeal of this movie.A good mystery is about plot, principally. One manifestation of this in the Holmes stories is the surrogate author within the story, a.k.a. the stupid friend, Watson. But, ""Enola Holmes"" is about character and place, including the entire dynamic of patriarchy versus women's suffrage. In this regard, it's delightful--a fish-out-of-water tale like ""Wonder Woman"" (2017), of an exceptional young woman entering London society to track down Ares (or her mother in this case) and being distracted by a young man in the process. Or, even more to the point, of Eleven from ""Stranger Things"" in search of her mother, but who is distracted by boys along the way. It's not only Doyle's more ""emotional"" Holmes, as the series became more about its popular character, that's being ripped off here--I mean, serving pastiche. The meta-narrative device employed here, too, is the titular, fourth-wall-breaking narrator talking directly to and sometimes winking at the audience in the vein of, say, ""Deadpool"" (2016), but more juvenile, or, depending on how you look at it, less juvenile. Enola invites us on an adventure of discovery of her place in this world of detective fiction, and if this does become a franchise, now that we have Superman instead of Iron Man and Doctor Strange, too, maybe we'll get a real mystery next time. At least, for now, Millie Bobby Brown is fun to follow around, including an exciting train sequence and action-movie fight scenes, and the supporting cast features some hefty talents in Henry Cavill and Helena Bonham Carter to assist in the lighthearted, if lightweight, affair.""",6
petropetro,"""I don't know what to say...""",24 September 2020,"""I don't know what to say. I have two thoughts about this movie. 1) If you look at it critically, you'll see lots of historical mistakes and discrimination towards men(yeah if you call all men useless lots of time, its a discrimination) which I don't really like. 2) If you look at this movie like a general viewer you'll probably like it, because it has really good cast, visual and feel.
In the beginning I was thinking to rate this movie 5/10 but I really love Millie and Henry, so I gave it 7/10.""",7
Mlle_Chouette,"""An entertaining movie but not much more than that""",23 September 2020,"""As someone who read and loved the original books, I was quite excited about this movie. And I can't say that I was disappointed, it's still entertaining and interesting to watch, but (hate to say it) the book was better.What I liked: the breaking of the forth wall was a really nice way to present the thoughts of Enola; Millie Bobby Brown's acting; the way it's shot; the intrigue and the mystery (although it could be done a bit better): some plot changes were really cleverWhat I didn't like: Enola is a strong woman herself, she doesn't need a romance or the feminists as a subplot. I mean from the books you get the idea given the context and the facts, but it's subtle and you still get the idea. Also some of the changes that were made for it are the same that repulsed some of the people in the comment section. And some of the things are a bit annoying for a period movie.
Also, as someone else said in the comments: Henry Cavill looks like a Superman in a suit instead of Sherlock Holmes.All in all, don't let all the 1* reviews push you away from it. I don't know how one can imagine a movie about a girl like this, like you see in a trailer, not to be feminist and expect it to be centered about Sherlock. It's a fun and nice flick, based on books for teenagers, not for middle-aged men. It still has action, mystery, wit.7/10*""",7
beverlyy-80081,"""A great adventure movie for teenagers""",23 September 2020,"""The acting is good, the message it passes to the audiences is encouraging. The story is smooth, the ending( which refers to the last 30 minutes) is a little bit chessy though. It's more like another classic Disney movie with a clever princess as the leading character, but it is more educational to the young generations. In conclusion, not a bad choice for spending time with families during the weekends.""",8
tcbnorge,"""To much politics runins the film.""",10 October 2020,"""This could have been a fun flick, but all the constant naggering of politics ruins the film. The story get's lost in trying to much.Sad, it could have been much more.""",4
kirini-37368,"""Not worth it, un less teenage""",6 October 2020,"""If you like detective series/movies, or Sherlock Holmes fan - skip this or be ready for disapontment. Good actors, but poor story and not that great story telling style. Target audience teen-age Girls.
Idea of powering women or presenting difference modern vs ""old time"" female roles, so failed.
Talking To camera really did not work on this.""",2
thanhguy,"""Standard story, lazy writing. okay for kids.""",5 October 2020,"""Not one emotion was felt when seeing Enola cry anytime. She being such a strong, smart, and independent girl, she cries at the very slightest yell by Mycroft. Like she really just crumbles and cries. I never would want to see a strong female role succumb so easily and so often. I wanted to like this so much. I am a fan of Millie, so I was disappointed the directing and production fell short.No real story development. Henry Caville was useless in it. Story holes galore.""",5
Snootz,"""Good movie for some people- for others not so much""",27 September 2020,"""As much as I love the acting of Millie Bobby Brown, the continual 4th-wall breaking and lack of a fully-developed role hampered her truly shining in this. Don't get me wrong, I enjoyed every moment of her performance. But her character was frankly underwhelming, when one considers the potential of the very concept of Sherlock Holmes younger sister.The concept had potential, and the film did not lack in sets (real or otherwise) and special effects. But there is much more that could have been done with this, and an actress with Millie's chops could have easily met far greater challenges in this role.In short, where the movie should have been impressive it was droll, where it should have been brilliant it was only moderately interesting, and thus my ""mediocre"" 5-star rating. I might have given it one more star if not for the pointless narrative ho-hum ending (which I will not spoil here. Suffice to say it was a yawner). I was looking forward to this film. It simply didn't live up to expectations of either the capabilities of the actress or the potential of the character she played. As a mystery / detective film is the script was frankly rather droll and poorly conceived.""",5
grantmangec,"""Refreshingly free from Neflix's perversion push""",25 September 2020,"""Good clean family movie refreshingly free from Netflix's social engineering that they've been planting in their other ""family"" entertainment.
Recommended.""",7
mhallbrewer1985,"""I'm just here for HBC and HC""",25 September 2020,"""I think it was geared more toward teenagers. Too many irons in the fire and not enough answers. The acting was superb it was just written poorly. I was biting my tongue when it seemed unbearably long and became boring but when they ended it the way they did that was just uncalled for and kinda broke my heart. This movie could have been so much better.""",6
coreyjdenford,"""The game is just about afoot""",23 September 2020,"""At this point ever since Sir Arthur Conan Doyle released his best selling novella of England's most famous fictional distinctive, there have been countless adaptations from stage to TV and even film, and each one no matter the budget seemed to be focused on the cases, but never about his life. We all know about his older brother Mycroft, the politician who likes to keep status in government untarnished. But it seems noone really knew of a sister, Enola which as Millie Bobby Brown points out in Netflix's Enola Holmes it spells alone backwards. And it seems like this could be the start of a franchise in waiting, if it was to succeed, in that case since its on Netflix that has to be up to the audience numbers. That may or not be difficult thanks to Brown's effervescent attitude towards the character, the 16 year-old English actress gives a brilliant performance bringing her character life in fact for effort it's an 11. But for everything else it seems that there could've been a lot more lighter in the story though thanks to Brown and Henry Cavill's more suave take on Sherlock Holmes and it's definitely a lighter tone than both of Guy Ritchie's takes. Director Harry Bradbeer makes this world enchanting to disappear into and in Enola, Brown seems to have found her crowning glory. Granted it succeeds in the embodiment of female power but lacks in its subtlety, thankfully other than that Enola Holmes and Brown offer a fine and fun adventure that needs more work done to it maybe if it does become a franchise, it can improve its standards along the way. It's also slightly too long. 3/5.""",6
ahmedosamadawi,"""Not attractive""",10 October 2020,"""The film is not attractive at all, the way the heroine of the story speaks to the camera was highly provocative and spoiled the atmosphere of the film.""",6
martin_luzu,"""Cringe""",24 September 2020,"""Cringe is the feeling all throughout this movie. It's a fantastically well made movie developed for overcompensated female power, which makes our usually exceptionally bright Sherlock feel a merely smart guy. Seriously. This movie is so unconvincing because all the time it feels like a fantastic story twisted up for a feminist rising purpose.""",6
qubeck,"""Not god not bad""",23 September 2020,"""Sorry but I dont like Millie act And dont like part of Enola's talk to with camera Its making lose believeble to the movie""",6
nigelmacdonald-97173,"""Bored after first half hour""",5 October 2020,"""Never seemed to get going and found it very dull. It could have been good, but the story wasn't up to much and I lost interest as I didn't care about any of the characters.""",3
benjamingobey,"""Disrespectful, childish and irresponsible.""",4 October 2020,"""Please note Sherlock Holmes, Mycroft Holmes, and Inspector Lestrade are all characters created by Sir Arthur Conan Doyle and in no shape or form has he been credited in this film which is diabolical.The film was good. Sam Claflin portrayal of Mycroft Holmes was almost spot on but a bit to monstrous. The writers were trying to make him more a villain than 2nd supporting role.Henry Cavill's portrayal of Sherlock Holmes was ok, but he did not really put much work into it, he did not research the character and that is why it was not perfect.But in his defence this story is by another author not by Conan Doyle and Henry Cavill was just doing his job maybe he just wasn't directed right.They also fail to tell us the timeline of the film. It shows a flashback of Enola being born and says 1884 in writing, but there is an automobile in the film and Enola is 16 so the year must be 1900?They also mentioned a few times Holmes always works alone and Watson is not referenced at all.If it was set in 1884 that means Holmes has known Watson for three years because they met in 1881 in 'A Study in Scarlet' but if it was set in 1900 that means Holmes has known Watson for 19 years and it's also been 5 years since he faked his death.It was disrespectful what they did with the illustrations by making fun of them and doing a childish sketch, they should respect Sidney Pagets' work.Millie Bobby Brown did well as Enola Holmes and was a strong female lead but there were few scenes cut to next where she seem to not be focusing on here acting and from some of the behind the scenes footage I've seen she was very childish on set, in good way which is great to have fun with your co stars but it's still good to be professional.Sam Claflin was the same apparently but Henry Cavill was always focused on his acting straight away when they said action and the cameras starting rolling.Burn Gorman was a great villain I thought he might of been Professor Moriarty before the trailer hit.The trouble these days is they get the most famous actors to play the roles it's very much like what Christopher Nolan said in a documentary about 'The Dark Knight Trilogy' he didn't wanna get the most famous actors he wanted to get the best actors.This is what you gonna do with Sherlock Holmes, don't get the most famous get the best actors to play the roles.""",5
marybrodo,"""Too much violence for me; too bad, otherwise it was great""",25 September 2020,"""I loved the mystery, sleuthing, creative story, gorgeous cinematography, female empowerment, and great acting, especially Enola and Tewkesbury. It could have been so entertaining, but...I guess I am just an old softie, but I thought it was way too violent. The scenes in the warehouse between Enola and the predator, and then in the mansion between Enola, Tewkesbury and the predator, in my opinion, were gratuitously violent. They could have exhibited menace and maleficence without being so graphic, and their intensity was stark in comparison to the lighthearted nature of the remainder of the movie. People have referred to it as being family-friendly--- maybe for 11 or 12 year old or older, but younger than that would bring about a lot of nightmares.I would also like to have seen more of Enola and Tewkesbury on screen; their relationship was sweet, and should have been developed more.Missed the mark for me. Maybe a sequel would meet it.""",6
gngrtan,"""waste of potential""",23 September 2020,"""Unfortunately despite all that potential, it's like they made a movie for kids. I don't think most adults will enjoy.""",7
ratulaust,"""For Time Pass""",23 September 2020,"""Not a great expected movie, but you can spend your time if you have no other work. All perform great but the story is average.""",7
fluna_cuevas,"""If you thought Millie Bobby Brown couldn't get more annoying please watch this movie""",9 October 2020,"""Everything about this movie sucks. Inconsistent writing, bad acting from almost everyone besides Cavill and mediocre cinematography. You can clearly see the studios attempt to make money of a successful franchise. Not more than money milking.""",1
alliohaha,"""Really bad.""",5 October 2020,"""A nice little movie for kids about adventure, Britsh Empire still owning half the planet... What could have gone wrong?
Since it is one of my favourite settings, I really tried to like it , but I failed. Any hint of joy was every time destroyed by the figuer of writer, whom I clearly saw behind every hero, lurking in the shadows or jumping at the screen and screaming about how much he or she hates one particular demographic group. The political slogans were inserted so stupidly and out of place that made me laugh. Like ""You'll be man when I'll tell you to be"". What? Is this again about gender being entirely a social construct nonsense? And this is not the only pearl.
Politics kill good movies.""",3
WMV1981,"""Bad casting of enola""",5 October 2020,"""I didn't like Millie Bobby Brown one bit in the role of Enola. Just didn't deel right. This movie had all the potential to be fun and failed miserably.""",3
momad-04510,"""I hate Millie Bobby Brown""",23 September 2020,"""I watched alot of Millie interviews
And that made her acting very bad
Her personality rebounded on her acting""",6
Schuriken,"""Go bloke Stay broke""",10 October 2020,"""Somehow I feel like Im strapped into a chair and someone is forcing this movie down my throat. I thought movies were to entertain us. Not torture us with feminist propaganda for a fee.One thing is for sure. Women never watch action movies even with a feminist theme and neither do men. So whom exactly is this movie adressed to ? Anybody knows ? Strong women dont like this crap and neither do real men.Girls are strong because they are girls in their own way as 100% females. Not because girls turned into boys.So leave women alone to be as female as they want. Stop forcing down our throats that women are better than men because they imitate men.Its like saying that men can imitate women just by dressing like them. What the heck are you people talking about....Nobody likes these movies. Neither men or women.""",1
eduardocaetano,"""It is a Feminist Flag""",21 October 2020,"""The movie is used to spread feminist toughts. A shame""",1
littlelulu-83530,"""Included""",20 October 2020,"""This movie drawers you in and make you feel apart of the journey and make you think differently. Especially as a girl.""",10
AParkinson-2,"""So much to like but gets lost in its own ideas.""",19 October 2020,"""I think this movie had an idea but got lost somewhere along the way. Enola is almost a Mary Sue, but with just enough flaws and failures to not be. What starts with a great intrigue about her mother and puzzles disappears and never really revisits. No real complex solve, just a very obvious 'who stands to gain the most' crime. The role of Sherlock and his Sister was what I felt worked best. I just never really felt anything for any of these people. Something was missing, maybe it was the sparodic 'down with the patriarchy' message which were jettisoned in for reasons. A smarter writer would simply display her character as a rebuttal to the society, you didn't need absurd caricatures to push an unbelievable representation of the 1800/1900s. A missed opportunity.""",5
tspike911,"""It's wasn't bad, it just lacked a bit""",18 October 2020,"""As I always do, I went into this movie with an open mind with no expectations of greatness or failure. I put aside both extreme ""sides"" of those who have already reviewed the movie. The character Enola showed both sides of what one would expect of most young adults.
Her background was a bit hastily thrown at us but was adequate I think. I understand the climate of today's vision for woman, however it may have been pushed a bit far to suite the period this film was portraying. It wasn't quite to the point of being a distraction, but close.
Granted the story wasn't about ""Sherlock"", but it may have pulled on the coattails of his lineage more than some would care for by nearly rendering his involvement in this film rather inert which will undoubtedly frustrate true Sherlock Holmes fans.
Maybe we have been spoiled by Robert Downey Jr's quick wit and quirkiness as Holmes, because that was indeed lacking in this film. I think it would have been better not to have Sherlock make an appearance at all.""",6
guisreis,"""The qualities and drawbacks of a not bad, not so good film""",18 October 2020,"""Far from being bad, the film is cute and has good issues as background (the struggle for expanding political franchise, the roles of women in society, the famous character Sherlock Holmes, family conflicts). However, it exaggerates in self-help, ridiculously includes an anachronic racial cosmopolitism in Victorian London aristocracy (what conceals racism more than fights it), has too long action/fight scenes, and pushes too hard on a failed attempt to reproduce charming Amélie Poulain style.""",7
kalinmirchev,"""Beautiful, uplifting, non intrusive feminist movie.""",18 October 2020,"""I liked it.
It is romantic, it's a bit of a mystery, it's easy to watch and it's sending its feminist (peoples rights) message in a manner you cannot refuse.
One can only hope the modern feminism (or any other peoples rights movement) is more of this and less of the last Star Wars trilogy...""",8
mayalvss,"""Light and interesting, but...""",16 October 2020,"""It took me a while to post the comment, so there will be light spoilers! ""Enola Holmes"" You can connect quickly with those watching, but not everything is flowers. Because the film takes place in the Sherlock Holmes universe, I imagine that most people thought it would have a great mystery, but a lot in the film is discovered just by inverting a name. ""Enola Holmes"" was the target of heavy criticism for being a feminist, what is the problem with that? I'm a man and I didn't bother (it must be a prejudiced conversation).""",7
ttiagoribeiro,"""Too much Cavil, way less Sherlock.""",15 October 2020,"""Cavil it's just too distracting. He doesn't look or sound Sherlocky he is a dólar store Sherlock if they sold one.
But milly boby brown steals the show and chew the scenery. She is just great in everyway.
Being comic with great timing and dramatic in the few times that it's called for.""",8
dtong-23599,"""Hear me out""",13 October 2020,"""Dont expect this to be the sherlock holmes mystery from books or tv. I understand why they had to change the whole character of sherlock because he would have taken the spotlight. Henry Cavil's Sherlock is one of the most inaccurate one. Plot was kinda generic but the broken fourth wall was interesting. If you are looking for a good mystery watch the Benedict Cumberbatch show or Robert Downey Jr. movies
I would recommend to watch this if you are:
Big fan of cast
Liked the enola book
Bored and looking for some light movie""",6
PaulJurma,"""All over the place""",11 October 2020,"""The movie was all over the place. It's got a good premise, good actors, but it lacks good writing. And i found the naration very annoying. It's a decent movie, so if you have to watch it it's not a bad choice.""",6
njboden,"""'Viscount Tooksbury' Indeed!""",11 October 2020,"""It really grates on me that Enola keeps referring to 'The Viscount of Tewkesbury, Marquis of Basilwether' as 'Tooksbury' for 2 reasons. Firstly, it should be 'The Marquis of Basilwether, Viscount of Tewkesbury', which should be shortened to 'Basilwether'; secondly, it should be pronounced 'Tyooksbury' in any case. No upper class English person would say that today, still less in the 19th century, but the actress who plays Enola has an Americanised pronunciation on some words despite being English. I read the comments and didn't see this mentioned once but thankfully someone noticed the incorrect form of address, though not the pronunciation, and listed it in the 'goofs' section.Other than that, the film is untrue to the books, ahistorical, unfocused and with an anti-man bias in myriad ways that I don't have the time or inclination to enumerate and explain but have been aptly detailed by other commenters. It's a shame as he film is quirky and enjoyable in places, such as when Enola is riding the penny farthing in the beginning, and would be improved with a better plot and dialogue and a 'show, don't tell' approach.""",5
kiranborkar-09608,"""Waste use of actors.""",11 October 2020,"""Superb Acting skills have been wasted in this movie along with ""Sherlock"" Reputation""",6
pasian,"""Good acting bad story""",10 October 2020,"""The acting of Enola is great. The story however is quite boring and superficial. Could have been such a good movie""",5
